Latitude;Longitude;Elevation (metres);Distance (KMs);sin_A
-12.48702;131.01017;37.8;24.194;0.027119
-12.4875;131.0104;39.4;24.253;0.027083
-12.4879;131.01056;40.7;24.301;0.011111
-12.48821;131.01068;41.1;24.337;0.0054054
-12.48852;131.01078;41.3;24.374;0.0066667
-12.48865;131.01083;41.4;24.389;0
-12.48873;131.01085;41.4;24.398;0.010345
-12.48898;131.01092;41.7;24.427;0.0125
-12.48905;131.01094;41.8;24.435;0.00625
-12.48947;131.01104;42.1;24.483;0.0083333
-12.48968;131.01109;42.3;24.507;0.011429
-12.48999;131.01116;42.7;24.542;0.0076923
-12.4901;131.01118;42.8;24.555;-0.010811
-12.49043;131.01124;42.4;24.592;-0.008
-12.49065;131.01129;42.2;24.617;-0.02
-12.49074;131.0113;42;24.627;0.012162
-12.49139;131.01143;42.9;24.701;-0.0041667
-12.49181;131.01151;42.7;24.749;-0.008
-12.49203;131.01156;42.5;24.774;0.0050847
-12.49255;131.01167;42.8;24.833;0.0086207
-12.49306;131.0118;43.3;24.891;0.011765
-12.49335;131.01188;43.7;24.925;0.0085714
-12.49365;131.01198;44;24.96;0.0052632
-12.49397;131.01209;44.2;24.998;0.006383
-12.49437;131.01225;44.5;25.045;-0.0032787
-12.49487;131.01247;44.3;25.106;-0.018182
-12.49505;131.01256;43.9;25.128;-0.016
-12.49545;131.01276;43.1;25.178;0.002
-12.49584;131.01299;43.2;25.228;0.014118
-12.49651;131.01337;44.4;25.313;0.0090909
-12.49659;131.01342;44.5;25.324;0.008046
-12.49727;131.01383;45.2;25.411;0.014706
-12.49753;131.01398;45.7;25.445;0.033333
-12.49761;131.01402;46;25.454;-0.0125
-12.49774;131.01408;45.8;25.47;-0.02
-12.49785;131.01416;45.5;25.485;-0.0095238
-12.49801;131.01426;45.3;25.506;0.0012821
-12.49862;131.014607;45.4;25.584;0.010256
-12.49923;131.014953;46.2;25.662;-0.0012987
-12.49984;131.0153;46.1;25.739;-0.0054054
-12.50042;131.01563;45.7;25.813;-0.0068493
-12.50099;131.015955;45.2;25.886;0.0069444
-12.50156;131.01628;45.7;25.958;0.0072727
-12.50199;131.01653;46.1;26.013;-0.0095745
-12.502727;131.01695;45.2;26.107;-0.024468
-12.503463;131.01737;42.9;26.201;-0.020213
-12.5042;131.01779;41;26.295;-0.019231
-12.504605;131.018025;40;26.347;-0.017308
-12.50501;131.01826;39.1;26.399;0.0055556
-12.50558;131.018587;39.5;26.471;0.0041096
-12.50615;131.018913;39.8;26.544;-0.010959
-12.50672;131.01924;39;26.617;0
-12.50698;131.01939;39;26.65;-0.0055556
-12.50712;131.01947;38.9;26.668;0.002381
-12.50745;131.01966;39;26.71;0
-12.50749;131.01969;39;26.715;-0.0023256
-12.50782;131.01988;38.9;26.758;-0.010588
-12.50849;131.02026;38;26.843;-0.021277
-12.50923;131.02069;36;26.937;-0.027027
-12.5098;131.02103;34;27.011;-0.047887
-12.51035;131.02137;30.6;27.082;-0.041237
-12.51105;131.02189;26.6;27.179;-0.014286
-12.51163;131.02239;25.4;27.263;-0.0052083
-12.51225;131.023;24.9;27.359;-0.027083
-12.51254;131.02333;23.6;27.407;-0.022951
-12.51289;131.02376;22.2;27.468;-0.034783
-12.51314;131.0241;20.6;27.514;-0.03125
-12.51331;131.02434;19.6;27.546;0.0022222
-12.51353;131.02468;19.7;27.591;0
-12.51366;131.0249;19.7;27.619;0
-12.51369;131.02495;19.7;27.625;0.0084507
-12.51401;131.02551;20.3;27.696;0.02449
-12.51421;131.02592;21.5;27.745;0.015385
-12.5145;131.02657;22.7;27.823;0.030952
-12.51463;131.02693;24;27.865;0.041379
-12.51471;131.02719;25.2;27.894;0.054545
-12.51484;131.02757;27.6;27.938;0.060638
-12.51507;131.0284;33.3;28.032;0.1
-12.51508;131.02841;33.4;28.033;0.021649
-12.51529;131.02927;35.5;28.13;0.0125
-12.5155;131.03005;36.6;28.218;0.01875
-12.51568;131.030615;37.8;28.282;0.016923
-12.51586;131.03118;38.9;28.347;0.0125
-12.5161;131.03172;39.7;28.411;0.0057971
-12.51639;131.03228;40.1;28.48;0.012195
-12.51659;131.03259;40.6;28.521;-0.0052632
-12.51697;131.03317;40.2;28.597;0.0093023
-12.51742;131.033813;41;28.683;-0.0046512
-12.51787;131.034457;40.6;28.769;0.0069767
-12.51832;131.0351;41.2;28.855;0.017442
-12.51877;131.035743;42.7;28.941;0.022093
-12.51922;131.036387;44.6;29.027;0.0046512
-12.51967;131.03703;45;29.113;-0.0082192
-12.520053;131.03758;44.4;29.186;-0.0027397
-12.520437;131.03813;44.2;29.259;0.0081081
-12.52082;131.03868;44.8;29.333;0.0071429
-12.521335;131.039415;45.5;29.431;0
-12.52185;131.04015;45.5;29.53;0.0090909
-12.52209;131.04048;45.9;29.574;0.0022222
-12.52233;131.04081;46;29.619;0.0066667
-12.52256;131.04115;46.3;29.664;0.0022727
-12.523015;131.04181;46.5;29.752;-0.0034091
-12.52347;131.04247;46.2;29.84;-0.0029412
-12.52366;131.04272;46.1;29.874;0.0087719
-12.52396;131.04315;46.6;29.931;-0.0019231
-12.524235;131.043535;46.5;29.983;-0.0038462
-12.52451;131.04392;46.3;30.035;-0.0045455
-12.52462;131.04409;46.2;30.057;0
-12.52477;131.04429;46.2;30.085;0.025
-12.52481;131.04436;46.4;30.093;0.027778
-12.5249;131.04449;46.9;30.111;0.03
-12.52506;131.04471;47.8;30.141;0.1
-12.52507;131.04472;47.9;30.142;0.0094737
-12.52556;131.04543;48.8;30.237;0.010714
-12.525865;131.04584;49.4;30.293;0.010714
-12.52617;131.04625;50;30.349;0.0079365
-12.52654;131.04669;50.5;30.412;-0.0015625
-12.526935;131.047125;50.4;30.476;-0.0061538
-12.52733;131.04756;50;30.541;0.008
-12.52781;131.04805;50.6;30.616;-0.0033333
-12.52839;131.04862;50.3;30.706;-0.0010989
-12.529026;131.049152;50.2;30.797;0.001087
-12.529662;131.049684;50.3;30.889;-0.0021978
-12.530298;131.050216;50.1;30.98;-0.0010989
-12.530934;131.050748;50;31.071;-0.01087
-12.53157;131.05128;49;31.163;-0.016176
-12.53205;131.051665;47.9;31.231;-0.0058824
-12.53253;131.05205;47.5;31.299;-0.0083333
-12.533205;131.05261;46.7;31.395;0.0051546
-12.53388;131.05317;47.2;31.492;-0.0029412
-12.534367;131.053557;47;31.56;-0.0043478
-12.534853;131.053943;46.7;31.629;-0.010145
-12.53534;131.05433;46;31.698;0.0027397
-12.53586;131.054745;46.2;31.771;0.020548
-12.53638;131.05516;47.7;31.844;0.039506
-12.536937;131.05564;50.9;31.925;-0.0061728
-12.537493;131.05612;50.4;32.006;-0.017284
-12.53805;131.0566;49;32.087;-0.0011628
-12.53862;131.05713;48.9;32.173;0.010465
-12.53919;131.05766;49.8;32.259;0.0011765
-12.53976;131.05819;49.9;32.344;-0.011628
-12.54033;131.05872;48.9;32.43;-0.0084337
-12.54091;131.0592;48.2;32.513;-0.0035714
-12.54152;131.05966;47.9;32.597;-0.004918
-12.54197;131.05998;47.6;32.658;-0.018033
-12.54242;131.0603;46.5;32.719;0.0052632
-12.54256;131.0604;46.6;32.738;0.0072289
-12.54317;131.06083;47.2;32.821;-0.002439
-12.54378;131.06126;47;32.903;0.0083333
-12.544307;131.06164;47.6;32.975;-0.0055556
-12.544833;131.06202;47.2;33.047;-0.0056338
-12.54536;131.0624;46.8;33.118;0.003125
-12.546065;131.062898;47.1;33.214;-0.0063158
-12.54677;131.063397;46.5;33.309;0.0010526
-12.547475;131.063895;46.6;33.404;-0.0072917
-12.54818;131.064393;45.9;33.5;-0.0052632
-12.548885;131.064892;45.4;33.595;-0.016842
-12.54959;131.06539;43.8;33.69;-0.0076923
-12.55016;131.065805;43.2;33.768;-0.0025641
-12.55073;131.06622;43;33.846;0
-12.55082;131.06627;43;33.858;0.1
-12.55083;131.06628;43.1;33.859;-0.0016667
-12.55127;131.06659;43;33.919;0
-12.55171;131.0669;43;33.978;0.0021277
-12.5524;131.0674;43.2;34.072;0.0012346
-12.553;131.067827;43.3;34.153;-0.0097561
-12.5536;131.068253;42.5;34.235;0.012346
-12.5542;131.06868;43.5;34.316;0.0125
-12.5545;131.06889;44;34.356;-0.015217
-12.55518;131.06937;42.6;34.448;-0.0064935
-12.555748;131.069763;42.1;34.525;0.010526
-12.556315;131.070155;42.9;34.601;0
-12.556882;131.070547;42.9;34.677;-0.0026316
-12.55745;131.07094;42.7;34.753;0.0065217
-12.55779;131.07117;43;34.799;0.0021739
-12.55849;131.07162;43.2;34.891;-0.0063158
-12.55925;131.07203;42.6;34.986;0
-12.5597;131.072245;42.6;35.042;-0.0090909
-12.56015;131.07246;42.1;35.097;0.0034483
-12.560885;131.07274;42.4;35.184;-0.018391
-12.56162;131.07302;40.8;35.271;-0.012121
-12.5619;131.0731;40.4;35.304;-0.0043478
-12.5623;131.07322;40.2;35.35;0.0041667
-12.56271;131.07334;40.4;35.398;-0.0014493
-12.56332;131.07346;40.3;35.467;-0.0071429
-12.56382;131.07353;39.9;35.523;0
-12.56386;131.07354;39.9;35.527;-0.014516
-12.56441;131.0736;39;35.589;-0.021978
-12.56522;131.07367;37;35.68;-0.02
-12.56531;131.07366;36.8;35.69;-0.021053
-12.56548;131.07367;36.4;35.709;-0.013889
-12.56613;131.073673;35.4;35.781;-0.015278
-12.56678;131.073677;34.3;35.853;-0.012329
-12.56743;131.07368;33.4;35.926;-0.014286
-12.56831;131.07368;32;36.024;-0.011224
-12.56919;131.07368;30.9;36.122;0
-12.57007;131.07368;30.9;36.22;0.0013889
-12.57072;131.07368;31;36.292;0.0041667
-12.57137;131.07368;31.3;36.364;0.011765
-12.57167;131.07368;31.7;36.398;0.014815
-12.57216;131.07368;32.5;36.452;0.012727
-12.57265;131.07368;33.2;36.507;0.0125
-12.57294;131.07367;33.6;36.539;0.010526
-12.57345;131.07367;34.2;36.596;0.0081633
-12.57389;131.07367;34.6;36.645;-0.0076087
-12.57472;131.07367;33.9;36.737;0.0010753
-12.57555;131.07367;34;36.83;0.0065217
-12.57638;131.07367;34.6;36.922;0.0025641
-12.577078;131.07367;34.8;37;-0.018182
-12.577775;131.07367;33.4;37.077;-0.025641
-12.578472;131.07367;31.4;37.155;-0.025641
-12.57917;131.07367;29.4;37.233;-0.015957
-12.580017;131.073668;27.9;37.327;-0.012766
-12.580865;131.073665;26.7;37.421;-0.0052632
-12.581713;131.073662;26.2;37.516;0.006383
-12.58256;131.07366;26.8;37.61;0.002381
-12.583315;131.073665;27;37.694;0.010714
-12.58407;131.07367;27.9;37.778;0.0014286
-12.5847;131.073667;28;37.848;0.01
-12.58533;131.073663;28.7;37.918;0.012857
-12.58596;131.07366;29.6;37.988;0.0051948
-12.58665;131.073655;30;38.065;0.018182
-12.58734;131.07365;31.4;38.142;-0.0011905
-12.58809;131.07365;31.3;38.226;-0.014815
-12.58882;131.07365;30.1;38.307;-0.0020833
-12.58968;131.07365;29.9;38.403;0.0063158
-12.59054;131.07365;30.5;38.498;-0.017073
-12.591272;131.073646;29.1;38.58;-0.025926
-12.592004;131.073642;27;38.661;-0.020732
-12.592736;131.073638;25.3;38.743;-0.0061728
-12.593468;131.073634;24.8;38.824;-0.0073171
-12.5942;131.07363;24.2;38.906;-0.012658
-12.59491;131.07364;23.2;38.985;-0.013924
-12.59562;131.07365;22.1;39.064;-0.013253
-12.59637;131.07364;21;39.147;-0.0022727
-12.597159;131.073637;20.8;39.235;0.010227
-12.597947;131.073634;21.7;39.323;-0.0079545
-12.598736;131.073631;21;39.411;-0.0068966
-12.599524;131.073629;20.4;39.498;0
-12.600313;131.073626;20.4;39.586;0.0056818
-12.601101;131.073623;20.9;39.674;-0.010227
-12.60189;131.07362;20;39.762;-0.023656
-12.60273;131.07362;17.8;39.855;0
-12.603487;131.073617;17.8;39.94;-0.002381
-12.604243;131.073613;17.6;40.024;-0.0059524
-12.605;131.07361;17.1;40.108;0
-12.605757;131.07362;17.1;40.192;-0.0095238
-12.606513;131.07363;16.3;40.276;-0.0058824
-12.60727;131.07364;15.8;40.361;0.011111
-12.608003;131.07364;16.7;40.442;-0.0060976
-12.608735;131.07364;16.2;40.524;0
-12.609468;131.07364;16.2;40.605;0.020732
-12.6102;131.07364;17.9;40.687;0.0036145
-12.610948;131.073638;18.2;40.77;0.0012048
-12.611695;131.073635;18.3;40.853;0.013095
-12.612442;131.073633;19.4;40.937;0.0060241
-12.61319;131.07363;19.9;41.02;0
-12.61335;131.07363;19.9;41.038;-0.001087
-12.61418;131.073635;19.8;41.13;0.020652
-12.61501;131.07364;21.7;41.222;0.0035714
-12.61526;131.07362;21.8;41.25;0.0027778
-12.6159;131.07359;22;41.322;0.018182
-12.6163;131.07358;22.8;41.366;0.012195
-12.61667;131.07356;23.3;41.407;0.0073171
-12.61703;131.07353;23.6;41.448;0.0037037
-12.61728;131.07351;23.7;41.475;0.0051724
-12.61779;131.07345;24;41.533;0.013208
-12.61826;131.07337;24.7;41.586;0.011111
-12.6185;131.07333;25;41.613;-0.0033333
-12.619295;131.07319;24.7;41.703;-0.0078652
-12.62009;131.07305;24;41.792;0.0038961
-12.620765;131.07293;24.3;41.869;0.0092105
-12.62144;131.07281;25;41.945;0.0047619
-12.62219;131.07269;25.4;42.029;0.013793
-12.62245;131.07266;25.8;42.058;0.0125
-12.62287;131.07261;26.4;42.106;0.013158
-12.62321;131.07258;26.9;42.144;0.010294
-12.62382;131.07254;27.6;42.212;-0.0070423
-12.62446;131.07251;27.1;42.283;-0.0044118
-12.62507;131.07252;26.8;42.351;0
-12.62535;131.07252;26.8;42.382;-0.0052632
-12.6262;131.07258;26.3;42.477;0
-12.62642;131.07259;26.3;42.501;0.013208
-12.62689;131.07265;27;42.554;0.035556
-12.62729;131.0727;28.6;42.599;0.01625
-12.628005;131.072815;29.9;42.679;0.0012346
-12.62872;131.07293;30;42.76;0.011458
-12.62957;131.07307;31.1;42.856;0.018605
-12.63033;131.0732;32.7;42.942;0.033333
-12.63036;131.0732;32.8;42.945;0.028302
-12.63083;131.07328;34.3;42.998;0.022642
-12.6313;131.07336;35.5;43.051;0.010811
-12.63163;131.07342;35.9;43.088;-0.00125
-12.63234;131.07353;35.8;43.168;0.011842
-12.63301;131.07365;36.7;43.244;0
-12.63318;131.07367;36.7;43.263;0.00625
-12.63346;131.07371;36.9;43.295;0.010526
-12.63431;131.07384;37.9;43.39;-0.027273
-12.63441;131.07385;37.6;43.401;-0.02
-12.63467;131.07389;37;43.431;-0.028571
-12.6348;131.07391;36.6;43.445;-0.0021505
-12.63562;131.07406;36.4;43.538;-0.0032609
-12.63643;131.07421;36.1;43.63;0.0098361
-12.636975;131.0743;36.7;43.691;0.0032258
-12.63752;131.07439;36.9;43.753;-0.023437
-12.638095;131.07448;35.4;43.817;-0.0061538
-12.63867;131.07457;35;43.882;0.019118
-12.639275;131.07467;36.3;43.95;0.0028986
-12.63988;131.07477;36.5;44.019;0.011111
-12.640445;131.074865;37.2;44.082;-0.0046875
-12.64101;131.07496;36.9;44.146;-0.0088235
-12.64131;131.07501;36.6;44.18;-0.010309
-12.64217;131.07518;35.6;44.277;0
-12.64279;131.07531;35.6;44.348;0.0078431
-12.64324;131.075405;36;44.399;-0.0078431
-12.64369;131.0755;35.6;44.45;-0.0016393
-12.64423;131.07561;35.5;44.511;-0.0032258
-12.64477;131.07572;35.3;44.573;-0.0057692
-12.64523;131.075815;35;44.625;-0.017308
-12.64569;131.07591;34.1;44.677;-0.0012821
-12.64638;131.07605;34;44.755;0.0072727
-12.64686;131.07615;34.4;44.81;0.0074074
-12.64734;131.07625;34.8;44.864;0.0053333
-12.648;131.07637;35.2;44.939;0
-12.64885;131.076511;35.2;45.035;0.00625
-12.6497;131.076652;35.8;45.131;-0.003125
-12.65055;131.076793;35.5;45.227;0.024211
-12.6514;131.076934;37.8;45.322;0.0052083
-12.65225;131.077076;38.3;45.418;0.011458
-12.6531;131.077217;39.4;45.514;0.010417
-12.65395;131.077358;40.4;45.61;-0.003125
-12.6548;131.077499;40.1;45.706;0.011458
-12.65565;131.07764;41.2;45.802;0.014894
-12.65649;131.077775;42.6;45.896;0.0094737
-12.65733;131.07791;43.5;45.991;0.012121
-12.65762;131.07796;43.9;46.024;0.027397
-12.65827;131.07807;45.9;46.097;0.0013333
-12.658938;131.07818;46;46.172;0.023684
-12.659605;131.07829;47.8;46.248;0.010667
-12.660273;131.0784;48.6;46.323;0.014667
-12.66094;131.07851;49.7;46.398;0.0055556
-12.66142;131.07859;50;46.452;-0.0018519
-12.6619;131.07867;49.9;46.506;0.0065574
-12.662435;131.078755;50.3;46.567;-0.0083333
-12.66297;131.07884;49.8;46.627;0.010309
-12.66383;131.07898;50.8;46.724;0.010909
-12.66432;131.079045;51.4;46.779;0
-12.66481;131.07911;51.4;46.834;-0.0029851
-12.66541;131.07919;51.2;46.901;0
-12.66592;131.07925;51.2;46.958;0
-12.66593;131.07925;51.2;46.96;0.024074
-12.666415;131.079315;52.5;47.014;0.0055556
-12.6669;131.07938;52.8;47.068;-0.00625
-12.66761;131.07947;52.3;47.148;-0.0078125
-12.66818;131.07954;51.8;47.212;-0.0015625
-12.66875;131.07961;51.7;47.276;0.0087912
-12.66956;131.07972;52.5;47.367;-0.0087912
-12.67037;131.07983;51.7;47.458;-0.012727
-12.67086;131.07991;51;47.513;0.0014706
-12.671465;131.08;51.1;47.581;0.0073529
-12.67207;131.08009;51.6;47.649;0.0037736
-12.67254;131.080165;51.8;47.702;-0.0037736
-12.67301;131.08024;51.6;47.755;-0.0035714
-12.67326;131.08028;51.5;47.783;0
-12.67334;131.08029;51.5;47.792;-0.010909
-12.67382;131.08038;50.9;47.847;0.0018868
-12.674295;131.080465;51;47.9;0.016667
-12.67477;131.08055;51.9;47.954;0
-12.67481;131.08056;51.9;47.958;0.01375
-12.675513;131.080677;53;48.038;0.0012658
-12.676217;131.080793;53.1;48.117;0.012658
-12.67692;131.08091;54.1;48.196;0.015
-12.677805;131.08106;55.6;48.296;0.001
-12.67869;131.08121;55.7;48.396;0.013
-12.679575;131.08136;57;48.496;0
-12.68046;131.08151;57;48.596;0
-12.68081;131.08155;57;48.635;0.0097222
-12.68145;131.08166;57.7;48.707;-0.0054545
-12.68194;131.08174;57.4;48.762;-0.016071
-12.68243;131.08182;56.5;48.818;-0.022222
-12.68267;131.08186;55.9;48.845;-0.020588
-12.68297;131.08192;55.2;48.879;-0.018519
-12.68321;131.08197;54.7;48.906;-0.011765
-12.68365;131.08209;54.1;48.957;-0.0018182
-12.68413;131.08222;54;49.012;-0.0028571
-12.68474;131.08239;53.8;49.082;-0.0056338
-12.68535;131.08256;53.4;49.153;-0.0042857
-12.68596;131.08273;53.1;49.223;0.0096774
-12.686765;131.08295;54;49.316;0.0096774
-12.68757;131.08317;54.9;49.409;0.0016949
-12.688085;131.08331;55;49.468;0.0016949
-12.6886;131.08345;55.1;49.527;0.0070707
-12.68946;131.08369;55.8;49.626;-0.001
-12.69032;131.08393;55.7;49.726;0.0046512
-12.691075;131.08413;56.1;49.812;0.0068966
-12.69183;131.08433;56.7;49.899;0.015385
-12.69194;131.08436;56.9;49.912;0.00625
-12.69208;131.08439;57;49.928;0
-12.69221;131.08442;57;49.943;0.0068182
-12.6926;131.0845;57.3;49.987;0.0042254
-12.69323;131.08461;57.6;50.058;0.012195
-12.69359;131.08466;58.1;50.099;0.012
-12.694267;131.084743;59;50.174;0.0065789
-12.694943;131.084827;59.5;50.25;0.0092105
-12.69562;131.08491;60.2;50.326;0.002
-12.69651;131.085022;60.4;50.426;-0.003
-12.6974;131.085134;60.1;50.526;0.004
-12.69829;131.085246;60.5;50.626;-0.0020202
-12.69918;131.085358;60.3;50.725;-0.002
-12.70007;131.08547;60.1;50.825;0
-12.70013;131.08547;60.1;50.832;-0.0125
-12.70063;131.08553;59.4;50.888;-0.010417
-12.70149;131.08564;58.4;50.984;-0.0068182
-12.70188;131.08569;58.1;51.028;-0.005
-12.70241;131.08575;57.8;51.088;-0.0045455
-12.70261;131.08578;57.7;51.11;-0.0085106
-12.70345;131.085885;56.9;51.204;-0.0031915
-12.70429;131.08599;56.6;51.298;0.0022727
-12.70507;131.08609;56.8;51.386;-0.009434
-12.705545;131.086145;56.3;51.439;-0.011321
-12.70602;131.0862;55.7;51.492;-0.0025641
-12.70671;131.08628;55.5;51.57;0.0051948
-12.7074;131.08636;55.9;51.647;0.0016949
-12.70793;131.08641;56;51.706;-0.0076923
-12.70851;131.08648;55.5;51.771;0.0011111
-12.70931;131.08658;55.6;51.861;0.017021
-12.70973;131.08663;56.4;51.908;-0.0030303
-12.71061;131.086745;56.1;52.007;0.015152
-12.71149;131.08686;57.6;52.106;0.013333
-12.712025;131.08693;58.4;52.166;0.0033333
-12.71256;131.087;58.6;52.226;-0.0097561
-12.713298;131.087095;57.8;52.308;-0.0012048
-12.714035;131.08719;57.7;52.391;0.012048
-12.714773;131.087285;58.7;52.474;0.0012048
-12.71551;131.08738;58.8;52.557;-0.0023256
-12.71628;131.08748;58.6;52.643;-0.020482
-12.71702;131.08756;56.9;52.726;-0.021667
-12.71756;131.08762;55.6;52.786;-0.0031746
-12.71812;131.08769;55.4;52.849;0.0095238
-12.71868;131.08776;56;52.912;0.017188
-12.71925;131.087835;57.1;52.976;0.014062
-12.71982;131.08791;58;53.04;-0.013043
-12.720435;131.087985;57.1;53.109;-0.015942
-12.72105;131.08806;56;53.178;0
-12.72182;131.08816;56;53.264;0.008046
-12.722597;131.088253;56.7;53.351;-0.0022989
-12.723373;131.088347;56.5;53.438;-0.014943
-12.72415;131.08844;55.2;53.525;-0.0084507
-12.72478;131.08852;54.6;53.596;0.0045455
-12.72537;131.08859;54.9;53.662;0.0032787
-12.72591;131.08866;55.1;53.723;0.0016667
-12.72645;131.08873;55.2;53.783;-0.0071429
-12.72732;131.08884;54.5;53.881;-0.014433
-12.72819;131.08895;53.1;53.978;-0.011224
-12.72906;131.08906;52;54.076;-0.010204
-12.72993;131.08917;51;54.174;-0.01134
-12.7308;131.08928;49.9;54.271;-0.031646
-12.731503;131.089367;47.4;54.35;-0.024051
-12.732207;131.089453;45.5;54.429;-0.013924
-12.73291;131.08954;44.4;54.508;-0.016
-12.73314;131.08956;44;54.533;0.0025
-12.73349;131.08962;44.1;54.573;0.003125
-12.73377;131.08967;44.2;54.605;0
-12.73393;131.08969;44.2;54.623;0.0025
-12.73429;131.08975;44.3;54.663;0.0027778
-12.73461;131.08981;44.4;54.699;0.0081081
-12.73526;131.08994;45;54.773;0
-12.73575;131.09005;45;54.829;-0.0095238
-12.7363;131.09018;44.4;54.892;-0.011475
-12.73683;131.09032;43.7;54.953;-0.0086957
-12.73723;131.09043;43.3;54.999;0.014286
-12.73771;131.09058;44.1;55.055;0.017391
-12.73811;131.09071;44.9;55.101;0.015789
-12.73843;131.09082;45.5;55.139;0.0047619
-12.73897;131.09101;45.8;55.202;-0.0013889
-12.73957;131.09124;45.7;55.274;0.0058824
-12.73986;131.09135;45.9;55.308;0.017647
-12.74028;131.09153;46.8;55.359;0.026471
-12.74056;131.09165;47.7;55.393;0.05
-12.74087;131.0918;49.6;55.431;0.044118
-12.74115;131.09193;51.1;55.465;0.030769
-12.74136;131.09204;51.9;55.491;0.01194
-12.7419;131.09231;52.7;55.558;0.011111
-12.74204;131.09239;52.9;55.576;0.023256
-12.74239;131.09255;53.9;55.619;0.023913
-12.74276;131.09275;55;55.665;0.011321
-12.74318;131.09298;55.6;55.718;0
-12.7432;131.09298;55.6;55.72;0.0125
-12.74371;131.09324;56.4;55.784;0.0095238
-12.74422;131.0935;57;55.847;0
-12.74462;131.09371;57;55.897;0.0055556
-12.74476;131.09378;57.1;55.915;0.011321
-12.74519;131.094;57.7;55.968;0.016667
-12.74528;131.09405;57.9;55.98;0.013333
-12.74601;131.094425;59.1;56.07;0.0032967
-12.74674;131.0948;59.4;56.161;-0.0021978
-12.74747;131.095175;59.2;56.252;-0.0043956
-12.7482;131.09555;58.8;56.343;0.0085106
-12.748952;131.095944;59.6;56.437;0.0021277
-12.749704;131.096338;59.8;56.531;-0.0031915
-12.750456;131.096732;59.5;56.625;0.0053191
-12.751208;131.097126;60;56.719;0.0021277
-12.75196;131.09752;60.2;56.813;0.013208
-12.752385;131.097745;60.9;56.866;-0.0074074
-12.75281;131.09797;60.5;56.92;0.0012658
-12.75345;131.0983;60.6;56.999;0.0093023
-12.75413;131.09866;61.4;57.085;0
-12.75415;131.09867;61.4;57.087;0.0011111
-12.75487;131.09905;61.5;57.177;0.0035714
-12.75554;131.099403;61.8;57.261;0.0059524
-12.75621;131.099755;62.3;57.345;0.0059524
-12.75688;131.100108;62.8;57.429;0.0083333
-12.75755;131.10046;63.5;57.513;-0.0082474
-12.758335;131.100862;62.7;57.61;-0.015306
-12.75912;131.101265;61.2;57.708;-0.0020408
-12.759905;131.101667;61;57.806;0.010309
-12.76069;131.10207;62;57.903;0
-12.761327;131.102397;62;57.983;0
-12.761963;131.102723;62;58.062;-0.0075949
-12.7626;131.10305;61.4;58.141;-0.0064516
-12.76334;131.10344;60.8;58.234;-0.0058824
-12.76375;131.10366;60.5;58.285;0.0011364
-12.764448;131.104033;60.6;58.373;0.0068966
-12.765145;131.104405;61.2;58.46;-0.0034091
-12.765843;131.104777;60.9;58.548;0.0034483
-12.76654;131.10515;61.2;58.635;-0.0075949
-12.767175;131.105475;60.6;58.714;0.0025316
-12.76781;131.1058;60.8;58.793;-0.0027027
-12.7684;131.106103;60.6;58.867;-0.013699
-12.76899;131.106407;59.6;58.94;-0.022973
-12.76958;131.10671;57.9;59.014;-0.0097222
-12.770145;131.10703;57.2;59.086;-0.018056
-12.77071;131.10735;55.9;59.158;-0.055556
-12.7712;131.10765;52.4;59.221;-0.051389
-12.771735;131.10802;48.7;59.293;-0.048611
-12.77227;131.10839;45.2;59.365;-0.016049
-12.772865;131.10883;43.9;59.446;-0.015854
-12.77346;131.10927;42.6;59.528;-0.013793
-12.774085;131.109755;41.4;59.615;-0.011364
-12.77471;131.11024;40.4;59.703;-0.00875
-12.77526;131.11072;39.7;59.783;-0.016071
-12.77563;131.11107;38.8;59.839;-0.026316
-12.77612;131.11156;36.8;59.915;-0.014474
